id_medidor,id_cliente,marca,diametro_mm,fecha_instalacion,antiguedad_anios,fecha_ultima_verificacion_metrologica,requiere_verificacion,estado_medidor
MD-01412,CL-01412,Sensus,15,2017-06-26,8,2024-09-12,False,Activo
MD-01413,CL-01413,Itron,13,2016-10-25,9,2022-01-03,False,Activo
MD-01414,CL-01414,Elster,15,2017-02-04,8,2025-07-24,False,Activo
MD-01415,CL-01415,Sensus,13,2023-01-23,2,,False,Activo
MD-01416,CL-01416,Zenner,15,2020-06-13,5,2022-09-30,False,Activo
MD-01417,CL-01417,Actaris,19,2020-10-11,5,2024-09-22,False,Activo
MD-01418,CL-01418,Zenner,19,2016-12-01,9,2022-05-21,False,Activo
MD-01419,CL-01419,Elster,13,2016-12-14,9,2023-01-03,False,Activo
MD-01420,CL-01420,Sensus,13,2022-12-07,3,2024-09-30,False,Activo
MD-01421,CL-01421,Sensus,15,2016-04-02,9,2026-03-03,False,Activo
MD-01422,CL-01422,Itron,13,2012-10-16,13,2021-03-31,False,Activo
MD-01423,CL-01423,Itron,15,2012-06-04,13,2024-12-14,False,Activo
MD-01424,CL-01424,Elster,15,2017-12-19,8,2023-02-04,False,Activo
MD-01425,CL-01425,Itron,38,2019-05-21,6,2020-12-05,True,Activo
MD-01426,CL-01426,Itron,25,2022-09-13,3,2022-07-23,False,Activo
MD-01427,CL-01427,Sensus,15,2013-04-19,12,2026-06-24,False,Activo
MD-01428,CL-01428,Actaris,15,2024-06-05,1,,False,Activo
MD-01429,CL-01429,Zenner,15,2020-05-27,5,2020-08-02,True,Activo
MD-01430,CL-01430,Sensus,19,2013-06-27,12,2025-05-10,False,Activo
MD-01431,CL-01431,Sensus,13,2013-10-19,12,2022-04-01,False,Activo
MD-01432,CL-01432,Itron,25,2025-05-26,0,,False,Activo
MD-01433,CL-01433,Itron,15,2011-09-27,14,2022-05-24,False,Activo
MD-01434,CL-01434,Itron,13,2022-08-27,3,2022-08-25,False,Activo
MD-01435,CL-01435,Itron,15,2016-02-04,9,2024-04-07,False,Activo
MD-01436,CL-01436,Sensus,13,2015-05-19,10,2024-04-05,False,Activo
MD-01437,CL-01437,Itron,13,2025-09-17,0,,False,Activo
MD-01438,CL-01438,Zenner,15,2013-11-01,12,2020-12-05,True,Activo
MD-01439,CL-01439,Zenner,19,2016-08-19,9,2021-09-11,False,Activo
MD-01440,CL-01440,Itron,13,2025-08-01,0,,False,Activo
MD-01441,CL-01441,Elster,13,2018-09-15,7,2020-10-09,True,Activo
MD-01442,CL-01442,Zenner,13,2013-05-10,12,2022-05-28,False,Activo
MD-01443,CL-01443,Zenner,13,2019-01-26,6,2024-05-10,False,Activo
MD-01444,CL-01444,Sensus,13,2014-06-17,11,2022-05-04,False,Activo
MD-01445,CL-01445,Actaris,13,2012-10-17,13,2022-06-27,False,Activo
MD-01446,CL-01446,Itron,13,2018-11-06,7,2021-02-05,False,Activo
MD-01447,CL-01447,Sensus,15,2024-05-13,1,,False,Activo
MD-01448,CL-01448,Elster,13,2012-01-01,13,2024-05-04,False,Activo
MD-01449,CL-01449,Actaris,19,2016-04-07,9,2020-11-15,True,Activo
MD-01450,CL-01450,Zenner,13,2014-01-16,11,2025-12-30,False,Activo
MD-01451,CL-01451,Zenner,15,2023-10-15,2,,False,Activo
MD-01452,CL-01452,Sensus,13,2013-10-22,12,2021-08-12,False,Activo
MD-01453,CL-01453,Itron,15,2023-01-26,2,,False,Activo
MD-01454,CL-01454,Itron,13,2015-11-15,10,2025-09-13,False,Activo
MD-01455,CL-01455,Elster,13,2011-08-21,14,2024-07-17,False,Activo
MD-01456,CL-01456,Actaris,13,2012-05-27,13,2025-06-21,False,Activo
MD-01457,CL-01457,Elster,13,2020-02-03,5,2020-12-17,True,Activo
MD-01458,CL-01458,Actaris,13,2018-08-02,7,2024-05-25,False,Activo
MD-01459,CL-01459,Actaris,15,2011-05-03,14,2022-06-13,False,Activo
MD-01460,CL-01460,Zenner,19,2023-03-20,2,,False,Activo
MD-01461,CL-01461,Zenner,13,2012-02-26,13,2022-06-16,False,Activo
MD-01462,CL-01462,Elster,13,2016-08-17,9,2022-02-21,False,Activo
MD-01463,CL-01463,Sensus,19,2021-08-27,4,2025-01-13,False,Activo
MD-01464,CL-01464,Sensus,15,2011-12-19,14,2024-02-07,False,Activo
MD-01465,CL-01465,Elster,15,2022-05-16,3,2021-08-04,False,Activo
MD-01466,CL-01466,Itron,13,2020-10-14,5,2024-05-06,False,Activo
MD-01467,CL-01467,Sensus,13,2016-09-04,9,2021-08-02,False,Activo
MD-01468,CL-01468,Actaris,13,2011-01-09,14,2023-06-03,False,Activo
MD-01469,CL-01469,Itron,13,2013-08-09,12,2024-10-21,False,Activo
MD-01470,CL-01470,Actaris,13,2024-03-11,1,,False,Activo
MD-01471,CL-01471,Zenner,13,2016-10-13,9,2023-02-19,False,Activo
MD-01472,CL-01472,Zenner,13,2016-04-18,9,2024-07-10,False,Activo
MD-01473,CL-01473,Sensus,15,2021-05-12,4,2026-07-14,False,Activo
MD-01474,CL-01474,Sensus,19,2018-06-02,7,2024-02-21,False,Activo
MD-01475,CL-01475,Actaris,13,2019-10-09,6,2025-03-11,False,Activo
MD-01476,CL-01476,Itron,13,2014-06-06,11,2023-12-17,False,Activo
MD-01477,CL-01477,Sensus,38,2011-03-03,14,2021-12-10,False,Activo
MD-01478,CL-01478,Itron,13,2016-10-18,9,2023-10-06,False,Activo
MD-01479,CL-01479,Elster,15,2019-03-23,6,2021-02-05,False,Activo
MD-01480,CL-01480,Elster,15,2014-11-20,11,2022-01-15,False,Activo
MD-01481,CL-01481,Actaris,13,2018-09-14,7,2025-07-19,False,Activo
MD-01482,CL-01482,Zenner,15,2023-05-16,2,,False,Activo
MD-01483,CL-01483,Actaris,19,2018-07-15,7,2024-04-16,False,Activo
MD-01484,CL-01484,Actaris,13,2013-10-18,12,2023-10-16,False,Activo
MD-01485,CL-01485,Elster,13,2018-08-11,7,2025-01-24,False,Activo
MD-01486,CL-01486,Zenner,13,2017-10-11,8,2024-03-11,False,Activo
MD-01487,CL-01487,Elster,15,2019-10-21,6,2020-08-20,True,Activo
MD-01488,CL-01488,Sensus,15,2011-06-12,14,2024-04-07,False,Activo
MD-01489,CL-01489,Elster,13,2012-11-20,13,2021-12-03,False,Activo
MD-01490,CL-01490,Itron,13,2025-12-06,0,,False,Activo
MD-01491,CL-01491,Elster,38,2021-06-27,4,2025-04-21,False,Activo
MD-01492,CL-01492,Zenner,13,2018-09-16,7,2021-04-19,False,Activo
MD-01493,CL-01493,Sensus,15,2021-05-04,4,2024-06-17,False,Activo
MD-01494,CL-01494,Itron,13,2017-12-17,8,2025-09-10,False,Activo
MD-01495,CL-01495,Sensus,15,2022-09-15,3,2022-04-21,False,Activo
MD-01496,CL-01496,Itron,13,2012-02-10,13,2022-10-23,False,Activo
MD-01497,CL-01497,Itron,13,2023-07-08,2,,False,Activo
MD-01498,CL-01498,Zenner,19,2013-08-19,12,2024-07-30,False,Activo
MD-01499,CL-01499,Zenner,15,2011-12-22,14,2023-08-13,False,Activo
MD-01500,CL-01500,Itron,25,2013-09-12,12,2021-08-31,False,Activo
