id_lectura,id_medidor,fecha_lectura,lectura_acumulada_m3,consumo_m3,tipo_anomalia_real,tipo_anomalia_detectada
LC-0000370,MD-00031,2025-10-01,3686.46,13.1,Normal,Normal
LC-0000371,MD-00031,2025-11-01,3700.51,14.05,Normal,Normal
LC-0000372,MD-00031,2025-12-01,3714.97,14.47,Normal,Normal
LC-0000373,MD-00032,2025-01-01,2851.35,10.39,Normal,Normal
LC-0000374,MD-00032,2025-02-01,2861.01,9.67,Normal,Normal
LC-0000375,MD-00032,2025-03-01,2873.47,12.45,Normal,Normal
LC-0000376,MD-00032,2025-04-01,2884.36,10.89,Normal,Normal
LC-0000377,MD-00032,2025-05-01,2898.12,13.76,Normal,Normal
LC-0000378,MD-00032,2025-06-01,2910.3,12.18,Normal,Normal
LC-0000379,MD-00032,2025-07-01,2922.0,11.7,Normal,Normal
LC-0000380,MD-00032,2025-08-01,2933.75,11.75,Normal,Normal
LC-0000381,MD-00032,2025-09-01,2945.5,11.76,Normal,Normal
LC-0000382,MD-00032,2025-10-01,2956.26,10.76,Normal,Normal
LC-0000383,MD-00032,2025-11-01,2966.05,9.79,Normal,Normal
LC-0000384,MD-00032,2025-12-01,2976.94,10.89,Normal,Normal
LC-0000385,MD-00033,2025-01-01,2705.12,12.5,Normal,Consumo Elevado
LC-0000386,MD-00033,2025-02-01,2717.58,12.46,Normal,Consumo Elevado
LC-0000387,MD-00033,2025-03-01,2728.75,11.17,Normal,Normal
LC-0000388,MD-00033,2025-04-01,2739.0,10.24,Normal,Normal
LC-0000389,MD-00033,2025-05-01,2750.84,11.84,Normal,Normal
LC-0000390,MD-00033,2025-06-01,2750.84,0.0,Medidor Detenido,Medidor Detenido
LC-0000391,MD-00033,2025-07-01,2750.84,0.0,Medidor Detenido,Medidor Detenido
LC-0000392,MD-00033,2025-08-01,2750.84,0.0,Medidor Detenido,Medidor Detenido
LC-0000393,MD-00033,2025-09-01,2750.84,0.0,Medidor Detenido,Medidor Detenido
LC-0000394,MD-00033,2025-10-01,2750.84,0.0,Medidor Detenido,Medidor Detenido
LC-0000395,MD-00033,2025-11-01,2750.84,0.0,Medidor Detenido,Medidor Detenido
LC-0000396,MD-00033,2025-12-01,2750.84,0.0,Medidor Detenido,Medidor Detenido
LC-0000397,MD-00034,2025-01-01,3876.67,14.38,Normal,Normal
LC-0000398,MD-00034,2025-02-01,3893.53,16.86,Normal,Normal
LC-0000399,MD-00034,2025-03-01,3908.59,15.06,Normal,Normal
LC-0000400,MD-00034,2025-04-01,3925.74,17.15,Normal,Normal
LC-0000401,MD-00034,2025-05-01,3942.19,16.45,Normal,Normal
LC-0000402,MD-00034,2025-06-01,3954.01,11.81,Normal,Normal
LC-0000403,MD-00034,2025-07-01,3968.22,14.21,Normal,Normal
LC-0000404,MD-00034,2025-08-01,3984.84,16.62,Normal,Normal
LC-0000405,MD-00034,2025-09-01,4000.48,15.64,Normal,Normal
LC-0000406,MD-00034,2025-10-01,4014.67,14.19,Normal,Normal
LC-0000407,MD-00034,2025-11-01,4029.34,14.67,Normal,Normal
LC-0000408,MD-00034,2025-12-01,4042.43,13.1,Normal,Normal
LC-0000409,MD-00035,2025-01-01,2741.62,18.05,Normal,Normal
LC-0000410,MD-00035,2025-02-01,2758.44,16.82,Normal,Normal
LC-0000411,MD-00035,2025-03-01,2775.31,16.87,Normal,Normal
LC-0000412,MD-00035,2025-04-01,2792.16,16.84,Normal,Normal
LC-0000413,MD-00035,2025-05-01,2811.07,18.91,Normal,Normal
LC-0000414,MD-00035,2025-06-01,2827.06,16.0,Normal,Normal
LC-0000415,MD-00035,2025-07-01,2845.13,18.07,Normal,Normal
LC-0000416,MD-00035,2025-08-01,2862.03,16.9,Normal,Normal
LC-0000417,MD-00035,2025-09-01,2876.49,14.46,Normal,Normal
LC-0000418,MD-00035,2025-10-01,2891.99,15.49,Normal,Normal
LC-0000419,MD-00035,2025-11-01,2907.77,15.78,Normal,Normal
LC-0000420,MD-00035,2025-12-01,2925.81,18.04,Normal,Normal
LC-0000421,MD-00036,2025-01-01,4828.48,10.41,Normal,Normal
LC-0000422,MD-00036,2025-02-01,4839.71,11.23,Normal,Normal
LC-0000423,MD-00036,2025-03-01,4852.3,12.58,Normal,Normal
LC-0000424,MD-00036,2025-04-01,4864.19,11.89,Normal,Normal
LC-0000425,MD-00036,2025-05-01,4875.72,11.53,Normal,Normal
LC-0000426,MD-00036,2025-06-01,4887.17,11.45,Normal,Normal
LC-0000427,MD-00036,2025-07-01,4898.94,11.77,Normal,Normal
LC-0000428,MD-00036,2025-08-01,4910.12,11.18,Normal,Normal
LC-0000429,MD-00036,2025-09-01,4921.03,10.91,Normal,Normal
LC-0000430,MD-00036,2025-10-01,4932.97,11.94,Normal,Normal
LC-0000431,MD-00036,2025-11-01,4944.04,11.07,Normal,Normal
LC-0000432,MD-00036,2025-12-01,4954.24,10.2,Normal,Normal
LC-0000433,MD-00037,2025-01-01,3104.61,13.87,Normal,Normal
LC-0000434,MD-00037,2025-02-01,3119.42,14.81,Normal,Normal
LC-0000435,MD-00037,2025-03-01,3135.7,16.28,Normal,Normal
LC-0000436,MD-00037,2025-04-01,3149.27,13.57,Normal,Normal
LC-0000437,MD-00037,2025-05-01,3163.89,14.62,Normal,Normal
LC-0000438,MD-00037,2025-06-01,3178.06,14.16,Normal,Normal
LC-0000439,MD-00037,2025-07-01,3192.78,14.72,Normal,Normal
LC-0000440,MD-00037,2025-08-01,3207.35,14.57,Normal,Normal
LC-0000441,MD-00037,2025-09-01,3224.99,17.64,Normal,Normal
LC-0000442,MD-00037,2025-10-01,3241.29,16.3,Normal,Normal
LC-0000443,MD-00037,2025-11-01,3254.02,12.72,Normal,Normal
LC-0000444,MD-00037,2025-12-01,3267.53,13.52,Normal,Normal
LC-0000445,MD-00038,2025-01-01,2057.68,12.29,Normal,Normal
LC-0000446,MD-00038,2025-02-01,2069.57,11.88,Normal,Normal
LC-0000447,MD-00038,2025-03-01,2083.05,13.48,Normal,Normal
LC-0000448,MD-00038,2025-04-01,2096.19,13.14,Normal,Normal
LC-0000449,MD-00038,2025-05-01,2109.61,13.42,Normal,Normal
LC-0000450,MD-00038,2025-06-01,2122.92,13.31,Normal,Normal
LC-0000451,MD-00038,2025-07-01,2139.0,16.08,Normal,Normal
LC-0000452,MD-00038,2025-08-01,2150.91,11.91,Normal,Normal
LC-0000453,MD-00038,2025-09-01,2162.11,11.2,Normal,Normal
LC-0000454,MD-00038,2025-10-01,2175.79,13.68,Normal,Normal
LC-0000455,MD-00038,2025-11-01,2188.71,12.92,Normal,Normal
LC-0000456,MD-00038,2025-12-01,2202.38,13.66,Normal,Normal
LC-0000457,MD-00039,2025-01-01,3333.87,17.56,Normal,Normal
LC-0000458,MD-00039,2025-02-01,3354.71,20.85,Normal,Normal
LC-0000459,MD-00039,2025-03-01,3373.16,18.45,Normal,Normal
LC-0000460,MD-00039,2025-04-01,3389.44,16.27,Normal,Normal
LC-0000461,MD-00039,2025-05-01,3407.23,17.79,Normal,Normal
LC-0000462,MD-00039,2025-06-01,3423.96,16.73,Normal,Normal
LC-0000463,MD-00039,2025-07-01,3439.85,15.9,Normal,Normal
LC-0000464,MD-00039,2025-08-01,3455.85,16.0,Normal,Normal
LC-0000465,MD-00039,2025-09-01,3473.3,17.45,Normal,Normal
LC-0000466,MD-00039,2025-10-01,3492.03,18.72,Normal,Normal
LC-0000467,MD-00039,2025-11-01,3511.19,19.17,Normal,Normal
LC-0000468,MD-00039,2025-12-01,3527.09,15.9,Normal,Normal
LC-0000469,MD-00040,2025-01-01,1670.69,16.87,Normal,Normal
LC-0000470,MD-00040,2025-02-01,1686.91,16.22,Normal,Normal
LC-0000471,MD-00040,2025-03-01,1706.67,19.76,Normal,Normal
LC-0000472,MD-00040,2025-04-01,1725.3,18.63,Normal,Normal
LC-0000473,MD-00040,2025-05-01,1743.21,17.91,Normal,Normal
LC-0000474,MD-00040,2025-06-01,1760.23,17.01,Normal,Normal
LC-0000475,MD-00040,2025-07-01,1780.06,19.83,Normal,Normal
LC-0000476,MD-00040,2025-08-01,1796.41,16.36,Normal,Normal
LC-0000477,MD-00040,2025-09-01,1816.49,20.08,Normal,Normal
LC-0000478,MD-00040,2025-10-01,1835.76,19.27,Normal,Normal
LC-0000479,MD-00040,2025-11-01,1852.19,16.43,Normal,Normal
LC-0000480,MD-00040,2025-12-01,1870.98,18.79,Normal,Normal
LC-0000481,MD-00041,2025-01-01,3011.4,13.53,Normal,Normal
LC-0000482,MD-00041,2025-02-01,3025.99,14.59,Normal,Normal
LC-0000483,MD-00041,2025-03-01,3042.65,16.66,Normal,Normal
LC-0000484,MD-00041,2025-04-01,3058.8,16.15,Normal,Normal
LC-0000485,MD-00041,2025-05-01,3074.91,16.11,Normal,Normal
LC-0000486,MD-00041,2025-06-01,3090.73,15.82,Normal,Normal
LC-0000487,MD-00041,2025-07-01,3107.49,16.76,Normal,Normal
LC-0000488,MD-00041,2025-08-01,3124.04,16.55,Normal,Normal
LC-0000489,MD-00041,2025-09-01,3139.26,15.22,Normal,Normal
LC-0000490,MD-00041,2025-10-01,3153.35,14.08,Normal,Normal
LC-0000491,MD-00041,2025-11-01,3166.82,13.47,Normal,Normal
LC-0000492,MD-00041,2025-12-01,3182.27,15.45,Normal,Normal
LC-0000493,MD-00042,2025-01-01,1824.47,15.9,Normal,Normal
LC-0000494,MD-00042,2025-02-01,1841.53,17.07,Normal,Normal
LC-0000495,MD-00042,2025-03-01,1857.92,16.39,Normal,Normal
LC-0000496,MD-00042,2025-04-01,1873.32,15.4,Normal,Normal
LC-0000497,MD-00042,2025-05-01,1890.62,17.3,Normal,Normal
LC-0000498,MD-00042,2025-06-01,1903.28,12.66,Normal,Normal
LC-0000499,MD-00042,2025-07-01,1921.45,18.17,Normal,Normal
LC-0000500,MD-00042,2025-08-01,1934.93,13.48,Normal,Normal
LC-0000501,MD-00042,2025-09-01,1949.76,14.83,Normal,Normal
LC-0000502,MD-00042,2025-10-01,1965.32,15.56,Normal,Normal
LC-0000503,MD-00042,2025-11-01,1980.75,15.43,Normal,Normal
LC-0000504,MD-00042,2025-12-01,1997.61,16.87,Normal,Normal
LC-0000505,MD-00043,2025-01-01,1142.19,15.84,Normal,Normal
LC-0000506,MD-00043,2025-02-01,1158.15,15.96,Normal,Normal
LC-0000507,MD-00043,2025-03-01,1172.91,14.76,Normal,Normal
LC-0000508,MD-00043,2025-04-01,1185.98,13.07,Normal,Normal
LC-0000509,MD-00043,2025-05-01,1203.21,17.23,Normal,Normal
LC-0000510,MD-00043,2025-06-01,1218.12,14.91,Normal,Normal
LC-0000511,MD-00043,2025-07-01,1233.71,15.59,Normal,Normal
LC-0000512,MD-00043,2025-08-01,1251.86,18.15,Normal,Normal
LC-0000513,MD-00043,2025-09-01,1268.71,16.85,Normal,Normal
LC-0000514,MD-00043,2025-10-01,1287.06,18.35,Normal,Normal
LC-0000515,MD-00043,2025-11-01,1303.33,16.26,Normal,Normal
LC-0000516,MD-00043,2025-12-01,1320.15,16.82,Normal,Normal
LC-0000517,MD-00044,2025-01-01,2098.93,10.98,Normal,Normal
LC-0000518,MD-00044,2025-02-01,2111.81,12.88,Normal,Normal
LC-0000519,MD-00044,2025-03-01,2122.82,11.01,Normal,Normal
LC-0000520,MD-00044,2025-04-01,2132.52,9.7,Normal,Normal
LC-0000521,MD-00044,2025-05-01,2144.63,12.11,Normal,Normal
LC-0000522,MD-00044,2025-06-01,2155.16,10.53,Normal,Normal
LC-0000523,MD-00044,2025-07-01,2166.73,11.57,Normal,Normal
LC-0000524,MD-00044,2025-08-01,2177.95,11.22,Normal,Normal
LC-0000525,MD-00044,2025-09-01,2190.92,12.98,Normal,Normal
LC-0000526,MD-00044,2025-10-01,2202.14,11.22,Normal,Normal
LC-0000527,MD-00044,2025-11-01,2212.47,10.33,Normal,Normal
LC-0000528,MD-00044,2025-12-01,2223.42,10.95,Normal,Normal
LC-0000529,MD-00045,2025-01-01,1289.95,44.08,Normal,Normal
LC-0000530,MD-00045,2025-02-01,1332.54,42.6,Normal,Normal
LC-0000531,MD-00045,2025-03-01,1375.49,42.94,Normal,Normal
LC-0000532,MD-00045,2025-04-01,1423.6,48.11,Normal,Normal
LC-0000533,MD-00045,2025-05-01,1466.65,43.05,Normal,Normal
LC-0000534,MD-00045,2025-06-01,1512.3,45.65,Normal,Normal
LC-0000535,MD-00045,2025-07-01,1552.43,40.13,Normal,Normal
LC-0000536,MD-00045,2025-08-01,1601.14,48.71,Normal,Normal
LC-0000537,MD-00045,2025-09-01,1643.77,42.63,Normal,Normal
LC-0000538,MD-00045,2025-10-01,1689.91,46.15,Normal,Normal
LC-0000539,MD-00045,2025-11-01,1733.73,43.82,Normal,Normal
LC-0000540,MD-00045,2025-12-01,1779.84,46.11,Normal,Normal
LC-0000541,MD-00046,2025-01-01,4788.73,12.92,Normal,Normal
LC-0000542,MD-00046,2025-02-01,4803.72,14.99,Normal,Normal
LC-0000543,MD-00046,2025-03-01,4819.03,15.3,Normal,Normal
LC-0000544,MD-00046,2025-04-01,4833.22,14.19,Normal,Normal
LC-0000545,MD-00046,2025-05-01,4846.4,13.18,Normal,Normal
LC-0000546,MD-00046,2025-06-01,4862.36,15.96,Normal,Normal
LC-0000547,MD-00046,2025-07-01,4875.68,13.31,Normal,Normal
LC-0000548,MD-00046,2025-08-01,4887.39,11.71,Normal,Normal
LC-0000549,MD-00046,2025-09-01,4902.07,14.68,Normal,Normal
LC-0000550,MD-00046,2025-10-01,4914.99,12.91,Normal,Normal
LC-0000551,MD-00046,2025-11-01,4930.27,15.28,Normal,Normal
LC-0000552,MD-00046,2025-12-01,4944.0,13.73,Normal,Normal
LC-0000553,MD-00047,2025-01-01,3264.72,17.41,Normal,Normal
LC-0000554,MD-00047,2025-02-01,3283.83,19.11,Normal,Normal
LC-0000555,MD-00047,2025-03-01,3300.65,16.81,Normal,Normal
LC-0000556,MD-00047,2025-04-01,3318.68,18.03,Normal,Normal
LC-0000557,MD-00047,2025-05-01,3332.7,14.02,Normal,Normal
LC-0000558,MD-00047,2025-06-01,3349.93,17.23,Normal,Normal
LC-0000559,MD-00047,2025-07-01,3366.73,16.8,Normal,Normal
LC-0000560,MD-00047,2025-08-01,3384.39,17.66,Normal,Normal
LC-0000561,MD-00047,2025-09-01,3401.55,17.16,Normal,Normal
LC-0000562,MD-00047,2025-10-01,3419.24,17.69,Normal,Normal
LC-0000563,MD-00047,2025-11-01,3436.21,16.96,Normal,Normal
LC-0000564,MD-00047,2025-12-01,3454.24,18.03,Normal,Normal
LC-0000565,MD-00048,2025-01-01,1693.63,16.92,Normal,Normal
LC-0000566,MD-00048,2025-02-01,1711.73,18.1,Normal,Normal
LC-0000567,MD-00048,2025-03-01,1726.03,14.3,Normal,Normal
LC-0000568,MD-00048,2025-04-01,1742.06,16.03,Normal,Normal
LC-0000569,MD-00048,2025-05-01,1756.22,14.16,Normal,Normal
LC-0000570,MD-00048,2025-06-01,1772.34,16.13,Normal,Normal
LC-0000571,MD-00048,2025-07-01,1786.88,14.54,Normal,Normal
LC-0000572,MD-00048,2025-08-01,1803.88,17.01,Normal,Normal
LC-0000573,MD-00048,2025-09-01,1819.26,15.38,Normal,Normal
LC-0000574,MD-00048,2025-10-01,1834.82,15.56,Normal,Normal
LC-0000575,MD-00048,2025-11-01,1852.35,17.53,Normal,Normal
LC-0000576,MD-00048,2025-12-01,1866.94,14.59,Normal,Normal
LC-0000577,MD-00049,2025-01-01,4091.04,12.24,Normal,Normal
LC-0000578,MD-00049,2025-02-01,4104.49,13.46,Normal,Normal
LC-0000579,MD-00049,2025-03-01,4117.61,13.12,Normal,Normal
LC-0000580,MD-00049,2025-04-01,4130.79,13.18,Normal,Normal
LC-0000581,MD-00049,2025-05-01,4143.57,12.78,Normal,Normal
LC-0000582,MD-00049,2025-06-01,4157.27,13.7,Normal,Normal
LC-0000583,MD-00049,2025-07-01,4171.49,14.22,Normal,Normal
LC-0000584,MD-00049,2025-08-01,4185.22,13.73,Normal,Normal
LC-0000585,MD-00049,2025-09-01,4198.12,12.9,Normal,Normal
LC-0000586,MD-00049,2025-10-01,4209.96,11.84,Normal,Normal
LC-0000587,MD-00049,2025-11-01,4221.01,11.05,Normal,Normal
LC-0000588,MD-00049,2025-12-01,4234.06,13.05,Normal,Normal
LC-0000589,MD-00050,2025-01-01,1943.65,14.7,Normal,Normal
LC-0000590,MD-00050,2025-02-01,1959.16,15.51,Normal,Normal
LC-0000591,MD-00050,2025-03-01,1973.26,14.09,Normal,Normal
LC-0000592,MD-00050,2025-04-01,1990.05,16.79,Normal,Normal
LC-0000593,MD-00050,2025-05-01,2004.5,14.45,Normal,Normal
LC-0000594,MD-00050,2025-06-01,2021.1,16.6,Normal,Normal
LC-0000595,MD-00050,2025-07-01,2036.04,14.94,Normal,Normal
LC-0000596,MD-00050,2025-08-01,2051.51,15.47,Normal,Normal
LC-0000597,MD-00050,2025-09-01,2066.13,14.62,Normal,Normal
LC-0000598,MD-00050,2025-10-01,2080.12,13.99,Normal,Normal
LC-0000599,MD-00050,2025-11-01,2093.22,13.1,Normal,Normal
LC-0000600,MD-00050,2025-12-01,2107.16,13.94,Normal,Normal
LC-0000601,MD-00051,2025-01-01,991.96,55.68,Normal,Normal
LC-0000602,MD-00051,2025-02-01,1034.1,42.15,Normal,Normal
LC-0000603,MD-00051,2025-03-01,1087.28,53.18,Normal,Normal
LC-0000604,MD-00051,2025-04-01,1142.39,55.12,Normal,Normal
LC-0000605,MD-00051,2025-05-01,1192.87,50.48,Normal,Normal
LC-0000606,MD-00051,2025-06-01,1246.31,53.44,Normal,Normal
LC-0000607,MD-00051,2025-07-01,1296.8,50.49,Normal,Normal
LC-0000608,MD-00051,2025-08-01,1345.82,49.02,Normal,Normal
LC-0000609,MD-00051,2025-09-01,1404.83,59.01,Normal,Normal
LC-0000610,MD-00051,2025-10-01,1458.39,53.56,Normal,Normal
LC-0000611,MD-00051,2025-11-01,1506.38,47.99,Normal,Normal
LC-0000612,MD-00051,2025-12-01,1553.23,46.85,Normal,Normal
LC-0000613,MD-00052,2025-01-01,1660.11,14.37,Normal,Normal
LC-0000614,MD-00052,2025-02-01,1673.67,13.56,Normal,Normal
LC-0000615,MD-00052,2025-03-01,1686.02,12.34,Normal,Normal
LC-0000616,MD-00052,2025-04-01,1700.06,14.05,Normal,Normal
LC-0000617,MD-00052,2025-05-01,1713.18,13.11,Normal,Normal
LC-0000618,MD-00052,2025-06-01,1723.56,10.38,Normal,Normal
LC-0000619,MD-00052,2025-07-01,1737.34,13.78,Normal,Normal
LC-0000620,MD-00052,2025-08-01,1749.92,12.58,Normal,Normal
LC-0000621,MD-00052,2025-09-01,1762.79,12.87,Normal,Normal
LC-0000622,MD-00052,2025-10-01,1776.16,13.37,Normal,Normal
LC-0000623,MD-00052,2025-11-01,1787.86,11.7,Normal,Normal
LC-0000624,MD-00052,2025-12-01,1801.37,13.51,Normal,Normal
LC-0000625,MD-00053,2025-01-01,2148.9,13.63,Normal,Normal
LC-0000626,MD-00053,2025-02-01,2161.38,12.48,Normal,Normal
LC-0000627,MD-00053,2025-03-01,2173.71,12.33,Normal,Normal
LC-0000628,MD-00053,2025-04-01,2185.42,11.7,Normal,Normal
LC-0000629,MD-00053,2025-05-01,2199.02,13.61,Normal,Normal
LC-0000630,MD-00053,2025-06-01,2210.77,11.75,Normal,Normal
LC-0000631,MD-00053,2025-07-01,2222.92,12.16,Normal,Normal
LC-0000632,MD-00053,2025-08-01,2234.72,11.79,Normal,Normal
LC-0000633,MD-00053,2025-09-01,2247.08,12.36,Normal,Normal
LC-0000634,MD-00053,2025-10-01,2260.73,13.65,Normal,Normal
LC-0000635,MD-00053,2025-11-01,2272.09,11.37,Normal,Normal
LC-0000636,MD-00053,2025-12-01,2284.46,12.36,Normal,Normal
LC-0000637,MD-00054,2025-01-01,3576.55,30.05,Normal,Normal
LC-0000638,MD-00054,2025-02-01,3613.63,37.08,Normal,Normal
LC-0000639,MD-00054,2025-03-01,3654.3,40.67,Normal,Normal
LC-0000640,MD-00054,2025-04-01,3692.89,38.59,Normal,Normal
LC-0000641,MD-00054,2025-05-01,3731.23,38.35,Normal,Normal
LC-0000642,MD-00054,2025-06-01,3763.16,31.92,Normal,Normal
LC-0000643,MD-00054,2025-07-01,3798.05,34.89,Normal,Normal
LC-0000644,MD-00054,2025-08-01,3836.29,38.24,Normal,Normal
LC-0000645,MD-00054,2025-09-01,3874.53,38.24,Normal,Normal
LC-0000646,MD-00054,2025-10-01,3915.15,40.62,Normal,Normal
LC-0000647,MD-00054,2025-11-01,3951.75,36.6,Normal,Normal
LC-0000648,MD-00054,2025-12-01,3989.98,38.23,Normal,Normal
LC-0000649,MD-00055,2025-01-01,2790.91,11.66,Normal,Normal
LC-0000650,MD-00055,2025-02-01,2803.56,12.65,Normal,Normal
LC-0000651,MD-00055,2025-03-01,2816.26,12.7,Normal,Normal
LC-0000652,MD-00055,2025-04-01,2827.28,11.02,Normal,Normal
LC-0000653,MD-00055,2025-05-01,2839.32,12.05,Normal,Normal
LC-0000654,MD-00055,2025-06-01,2852.64,13.31,Normal,Normal
LC-0000655,MD-00055,2025-07-01,2863.93,11.29,Normal,Normal
LC-0000656,MD-00055,2025-08-01,2876.88,12.95,Normal,Normal
LC-0000657,MD-00055,2025-09-01,2888.7,11.82,Normal,Normal
LC-0000658,MD-00055,2025-10-01,2901.97,13.27,Normal,Normal
LC-0000659,MD-00055,2025-11-01,2915.81,13.84,Normal,Normal
LC-0000660,MD-00055,2025-12-01,2926.0,10.19,Normal,Normal
LC-0000661,MD-00056,2025-01-01,1461.83,14.22,Normal,Normal
LC-0000662,MD-00056,2025-02-01,1476.58,14.75,Normal,Normal
LC-0000663,MD-00056,2025-03-01,1492.16,15.58,Normal,Normal
LC-0000664,MD-00056,2025-04-01,1506.09,13.93,Normal,Normal
LC-0000665,MD-00056,2025-05-01,1522.17,16.08,Normal,Normal
LC-0000666,MD-00056,2025-06-01,1534.92,12.75,Normal,Normal
LC-0000667,MD-00056,2025-07-01,1549.03,14.12,Normal,Normal
LC-0000668,MD-00056,2025-08-01,1563.26,14.23,Normal,Normal
LC-0000669,MD-00056,2025-09-01,1578.03,14.77,Normal,Normal
LC-0000670,MD-00056,2025-10-01,1590.32,12.29,Normal,Normal
LC-0000671,MD-00056,2025-11-01,1606.49,16.17,Normal,Normal
LC-0000672,MD-00056,2025-12-01,1621.57,15.08,Normal,Normal
LC-0000673,MD-00057,2025-01-01,3256.66,17.25,Normal,Submedicion
LC-0000674,MD-00057,2025-02-01,3271.98,15.32,Normal,Submedicion
LC-0000675,MD-00057,2025-03-01,3288.29,16.31,Normal,Submedicion
LC-0000676,MD-00057,2025-04-01,3303.25,14.96,Normal,Submedicion
LC-0000677,MD-00057,2025-05-01,3319.1,15.85,Normal,Submedicion
LC-0000678,MD-00057,2025-06-01,3336.98,17.88,Normal,Submedicion
LC-0000679,MD-00057,2025-07-01,3383.64,46.66,Falla Metrologica,Normal
LC-0000680,MD-00057,2025-08-01,3441.97,58.32,Falla Metrologica,Normal
LC-0000681,MD-00057,2025-09-01,3500.29,58.32,Falla Metrologica,Normal
LC-0000682,MD-00057,2025-10-01,3558.61,58.32,Falla Metrologica,Normal
LC-0000683,MD-00057,2025-11-01,3616.94,58.32,Falla Metrologica,Normal
LC-0000684,MD-00057,2025-12-01,3617.77,0.83,Falla Metrologica,Falla Metrologica
LC-0000685,MD-00058,2025-01-01,4139.56,17.01,Normal,Normal
LC-0000686,MD-00058,2025-02-01,4157.61,18.05,Normal,Normal
LC-0000687,MD-00058,2025-03-01,4175.94,18.33,Normal,Normal
LC-0000688,MD-00058,2025-04-01,4197.01,21.08,Normal,Normal
LC-0000689,MD-00058,2025-05-01,4215.96,18.94,Normal,Normal
LC-0000690,MD-00058,2025-06-01,4234.53,18.58,Normal,Normal
LC-0000691,MD-00058,2025-07-01,4251.48,16.95,Normal,Normal
LC-0000692,MD-00058,2025-08-01,4271.99,20.51,Normal,Normal
LC-0000693,MD-00058,2025-09-01,4289.14,17.15,Normal,Normal
LC-0000694,MD-00058,2025-10-01,4306.08,16.94,Normal,Normal
LC-0000695,MD-00058,2025-11-01,4324.34,18.26,Normal,Normal
LC-0000696,MD-00058,2025-12-01,4343.46,19.11,Normal,Normal
LC-0000697,MD-00059,2025-01-01,1518.32,16.98,Normal,Normal
LC-0000698,MD-00059,2025-02-01,1536.02,17.7,Normal,Normal
LC-0000699,MD-00059,2025-03-01,1552.91,16.89,Normal,Normal
LC-0000700,MD-00059,2025-04-01,1572.13,19.22,Normal,Normal
LC-0000701,MD-00059,2025-05-01,1592.83,20.7,Normal,Normal
LC-0000702,MD-00059,2025-06-01,1611.25,18.42,Normal,Normal
LC-0000703,MD-00059,2025-07-01,1628.55,17.3,Normal,Normal
LC-0000704,MD-00059,2025-08-01,1649.94,21.39,Normal,Normal
LC-0000705,MD-00059,2025-09-01,1669.54,19.6,Normal,Normal
LC-0000706,MD-00059,2025-10-01,1688.87,19.34,Normal,Normal
LC-0000707,MD-00059,2025-11-01,1707.5,18.63,Normal,Normal
LC-0000708,MD-00059,2025-12-01,1727.43,19.93,Normal,Normal
LC-0000709,MD-00060,2025-01-01,4642.51,34.73,Normal,Normal
LC-0000710,MD-00060,2025-02-01,4682.26,39.75,Normal,Normal
LC-0000711,MD-00060,2025-03-01,4722.02,39.76,Normal,Normal
LC-0000712,MD-00060,2025-04-01,4759.65,37.63,Normal,Normal
LC-0000713,MD-00060,2025-05-01,4800.07,40.42,Normal,Normal
LC-0000714,MD-00060,2025-06-01,4834.54,34.47,Normal,Normal
LC-0000715,MD-00060,2025-07-01,4871.5,36.96,Normal,Normal
LC-0000716,MD-00060,2025-08-01,4914.56,43.06,Normal,Normal
LC-0000717,MD-00060,2025-09-01,4952.82,38.25,Normal,Normal
LC-0000718,MD-00060,2025-10-01,4991.25,38.43,Normal,Normal
LC-0000719,MD-00060,2025-11-01,5036.31,45.06,Normal,Normal
LC-0000720,MD-00060,2025-12-01,5070.1,33.79,Normal,Normal
LC-0000721,MD-00061,2025-01-01,3180.73,15.88,Normal,Normal
LC-0000722,MD-00061,2025-02-01,3195.51,14.78,Normal,Normal
LC-0000723,MD-00061,2025-03-01,3213.29,17.78,Normal,Normal
LC-0000724,MD-00061,2025-04-01,3230.64,17.34,Normal,Normal
LC-0000725,MD-00061,2025-05-01,3247.87,17.24,Normal,Normal
LC-0000726,MD-00061,2025-06-01,3263.42,15.54,Normal,Normal
LC-0000727,MD-00061,2025-07-01,3281.43,18.02,Normal,Normal
LC-0000728,MD-00061,2025-08-01,3297.54,16.1,Normal,Normal
LC-0000729,MD-00061,2025-09-01,3314.77,17.24,Normal,Normal
LC-0000730,MD-00061,2025-10-01,3314.77,0.0,Medidor Detenido,Medidor Detenido
LC-0000731,MD-00061,2025-11-01,3314.77,0.0,Medidor Detenido,Medidor Detenido
LC-0000732,MD-00061,2025-12-01,3314.77,0.0,Medidor Detenido,Medidor Detenido
LC-0000733,MD-00062,2025-01-01,3914.47,16.61,Normal,Normal
LC-0000734,MD-00062,2025-02-01,3933.87,19.4,Normal,Normal
LC-0000735,MD-00062,2025-03-01,3953.87,20.0,Normal,Normal
LC-0000736,MD-00062,2025-04-01,3975.6,21.74,Normal,Normal
LC-0000737,MD-00062,2025-05-01,3994.13,18.53,Normal,Normal
LC-0000738,MD-00062,2025-06-01,4010.76,16.62,Normal,Normal
LC-0000739,MD-00062,2025-07-01,4028.42,17.67,Normal,Normal
LC-0000740,MD-00062,2025-08-01,4046.37,17.95,Normal,Normal
LC-0000741,MD-00062,2025-09-01,4064.73,18.36,Normal,Normal
